
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,25-Mar-13 09:51:57,0.000000,-0.000063,1.000679,0.000009,0.000455,0.153440,0.000000,1.000000

Field Calibration Data
,Temperature,Cal Date,m,b
,Pressure,Cal Date,m,b
,Temperature(degC),unknown,1.000000,0.00
,Pressure(in H2O),unknown,1.000000,0.00

Sensor/Session information
SensorSN, 21309003 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 9"
Sensor Name,INW Smart Sensor,,Uploaded,"Aqua4Plus 1.9.302"
Session Name,FCR_Inf2_15min2013,,Exported,"Aqua4Plus 1.9.501"
# Records,  7954 
Statistical Data,,Temperature(degC),Pressure(in H2O),
,Sensor Range,-40 - +125 degC,30 psia,
,Minimum,14.50,384.97,
,Maximum,20.00,402.62,
,Mean,17.74,391.95,
,Variance,1.048,5.534,
,Std Deviation,1.024,2.353,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(in H2O)
1413,28-Jun-13 07:00:00,18.06,386.84
1414,28-Jun-13 07:15:00,18.06,386.87
1415,28-Jun-13 07:30:00,18.06,386.82
1416,28-Jun-13 07:45:00,18.06,386.82
1417,28-Jun-13 08:00:00,18.06,386.84
1418,28-Jun-13 08:15:00,18.06,386.87
1419,28-Jun-13 08:30:00,18.06,386.79
1420,28-Jun-13 08:45:00,18.06,386.79
1421,28-Jun-13 09:00:00,18.13,386.82
1422,28-Jun-13 09:15:00,18.13,386.79
1423,28-Jun-13 09:30:00,18.13,386.79
1424,28-Jun-13 09:45:00,18.19,386.73
1425,28-Jun-13 10:00:00,18.25,386.70
1426,28-Jun-13 10:15:00,18.31,386.70
1427,28-Jun-13 10:30:00,18.31,386.62
1428,28-Jun-13 10:45:00,18.44,386.68
1429,28-Jun-13 11:00:00,18.44,386.70
1430,28-Jun-13 11:15:00,18.56,386.56
1431,28-Jun-13 11:30:00,18.63,386.51
1432,28-Jun-13 11:45:00,18.69,386.48
1433,28-Jun-13 12:00:00,18.69,386.54
1434,28-Jun-13 12:15:00,18.81,386.48
1435,28-Jun-13 12:30:00,18.94,386.45
1436,28-Jun-13 12:45:00,19.13,386.37
1437,28-Jun-13 13:00:00,19.25,386.34
1438,28-Jun-13 13:15:00,19.31,386.26
1439,28-Jun-13 13:30:00,19.38,386.23
1440,28-Jun-13 13:45:00,19.44,386.14
1441,28-Jun-13 14:00:00,19.56,385.92
1442,28-Jun-13 14:15:00,19.63,385.92
1443,28-Jun-13 14:30:00,19.63,385.84
1444,28-Jun-13 14:45:00,19.75,385.81
1445,28-Jun-13 15:00:00,19.88,385.75
1446,28-Jun-13 15:15:00,19.94,385.64
1447,28-Jun-13 15:30:00,19.94,385.61
1448,28-Jun-13 15:45:00,19.88,385.61
1449,28-Jun-13 16:00:00,19.94,385.33
1450,28-Jun-13 16:15:00,19.94,385.28
1451,28-Jun-13 16:30:00,19.94,385.28
1452,28-Jun-13 16:45:00,19.94,385.22
1453,28-Jun-13 17:00:00,19.88,385.08
1454,28-Jun-13 17:15:00,19.81,385.03
1455,28-Jun-13 17:30:00,19.81,385.05
1456,28-Jun-13 17:45:00,19.81,385.05
1457,28-Jun-13 18:00:00,19.75,384.97
1458,28-Jun-13 18:15:00,19.75,384.97
1459,28-Jun-13 18:30:00,19.69,385.05
1460,28-Jun-13 18:45:00,19.69,385.17
1461,28-Jun-13 19:00:00,19.63,385.28
1462,28-Jun-13 19:15:00,19.63,385.36
1463,28-Jun-13 19:30:00,19.56,385.47
1464,28-Jun-13 19:45:00,19.56,385.50
1465,28-Jun-13 20:00:00,19.50,385.50
1466,28-Jun-13 20:15:00,19.50,385.47
1467,28-Jun-13 20:30:00,19.44,385.45
1468,28-Jun-13 20:45:00,19.38,385.56
1469,28-Jun-13 21:00:00,19.25,385.59
1470,28-Jun-13 21:15:00,19.19,385.64
1471,28-Jun-13 21:30:00,19.13,385.56
1472,28-Jun-13 21:45:00,19.06,385.53
1473,28-Jun-13 22:00:00,19.06,385.61
1474,28-Jun-13 22:15:00,19.00,385.78
1475,28-Jun-13 22:30:00,18.94,385.89
1476,28-Jun-13 22:45:00,18.88,386.01
1477,28-Jun-13 23:00:00,18.81,386.09
1478,28-Jun-13 23:15:00,18.75,386.12
1479,28-Jun-13 23:30:00,18.69,386.15
1480,28-Jun-13 23:45:00,18.69,386.15
1481,29-Jun-13 00:00:00,18.63,386.15
1482,29-Jun-13 00:15:00,18.63,386.12
1483,29-Jun-13 00:30:00,18.63,386.09
1484,29-Jun-13 00:45:00,18.63,386.03
1485,29-Jun-13 01:00:00,18.63,386.06
1486,29-Jun-13 01:15:00,18.63,386.03
1487,29-Jun-13 01:30:00,18.56,385.95
1488,29-Jun-13 01:45:00,18.56,385.84
1489,29-Jun-13 02:00:00,18.56,385.73
1490,29-Jun-13 02:15:00,18.50,385.64
1491,29-Jun-13 02:30:00,18.50,385.70
1492,29-Jun-13 02:45:00,18.44,385.78
1493,29-Jun-13 03:00:00,18.38,385.84
1494,29-Jun-13 03:15:00,18.31,385.76
1495,29-Jun-13 03:30:00,18.31,385.73
1496,29-Jun-13 03:45:00,18.31,385.64
1497,29-Jun-13 04:00:00,18.25,385.67
1498,29-Jun-13 04:15:00,18.19,385.64
1499,29-Jun-13 04:30:00,18.13,385.62
1500,29-Jun-13 04:45:00,18.06,385.70
1501,29-Jun-13 05:00:00,18.00,385.81
1502,29-Jun-13 05:15:00,18.00,386.01
1503,29-Jun-13 05:30:00,17.94,386.04
1504,29-Jun-13 05:45:00,17.88,386.09
1505,29-Jun-13 06:00:00,17.81,386.12
1506,29-Jun-13 06:15:00,17.81,386.23
1507,29-Jun-13 06:30:00,17.75,386.23
1508,29-Jun-13 06:45:00,17.75,386.32
1509,29-Jun-13 07:00:00,17.75,386.40
1510,29-Jun-13 07:15:00,17.75,386.34
1511,29-Jun-13 07:30:00,17.75,386.37
1512,29-Jun-13 07:45:00,17.75,386.37
1513,29-Jun-13 08:00:00,17.75,386.32
1514,29-Jun-13 08:15:00,17.75,386.43
1515,29-Jun-13 08:30:00,17.75,386.45
1516,29-Jun-13 08:45:00,17.81,386.43
1517,29-Jun-13 09:00:00,17.81,386.51
1518,29-Jun-13 09:15:00,17.81,386.57
1519,29-Jun-13 09:30:00,17.88,386.62
1520,29-Jun-13 09:45:00,17.88,386.65
1521,29-Jun-13 10:00:00,17.88,386.57
1522,29-Jun-13 10:15:00,17.88,386.51
1523,29-Jun-13 10:30:00,17.88,386.57
1524,29-Jun-13 10:45:00,17.88,386.59
1525,29-Jun-13 11:00:00,17.94,386.65
1526,29-Jun-13 11:15:00,18.00,386.59
1527,29-Jun-13 11:30:00,18.00,386.62
1528,29-Jun-13 11:45:00,18.06,386.59
1529,29-Jun-13 12:00:00,18.06,386.65
1530,29-Jun-13 12:15:00,18.13,386.65
1531,29-Jun-13 12:30:00,18.19,386.68
1532,29-Jun-13 12:45:00,18.31,386.62
1533,29-Jun-13 13:00:00,18.50,386.56
1534,29-Jun-13 13:15:00,18.69,386.54
1535,29-Jun-13 13:30:00,18.81,386.51
1536,29-Jun-13 13:45:00,19.00,386.45
1537,29-Jun-13 14:00:00,19.13,386.40
1538,29-Jun-13 14:15:00,19.31,386.34
1539,29-Jun-13 14:30:00,19.44,386.28
1540,29-Jun-13 14:45:00,19.50,386.28
1541,29-Jun-13 15:00:00,19.56,386.23
1542,29-Jun-13 15:15:00,19.56,386.14
1543,29-Jun-13 15:30:00,19.56,386.17
1544,29-Jun-13 15:45:00,19.50,386.14
1545,29-Jun-13 16:00:00,19.56,386.12
1546,29-Jun-13 16:15:00,19.56,386.17
1547,29-Jun-13 16:30:00,19.56,386.23
1548,29-Jun-13 16:45:00,19.56,386.17
1549,29-Jun-13 17:00:00,19.56,386.20
1550,29-Jun-13 17:15:00,19.50,386.14
1551,29-Jun-13 17:30:00,19.50,386.17
1552,29-Jun-13 17:45:00,19.44,386.09
1553,29-Jun-13 18:00:00,19.44,386.12
1554,29-Jun-13 18:15:00,19.38,386.14
1555,29-Jun-13 18:30:00,19.38,386.20
1556,29-Jun-13 18:45:00,19.31,386.28
1557,29-Jun-13 19:00:00,19.31,386.34
1558,29-Jun-13 19:15:00,19.25,386.40
1559,29-Jun-13 19:30:00,19.25,386.42
1560,29-Jun-13 19:45:00,19.19,386.51
1561,29-Jun-13 20:00:00,19.13,386.48
1562,29-Jun-13 20:15:00,19.13,386.54
1563,29-Jun-13 20:30:00,19.06,386.56
1564,29-Jun-13 20:45:00,19.06,386.62
1565,29-Jun-13 21:00:00,19.00,386.56
1566,29-Jun-13 21:15:00,19.00,386.79
1567,29-Jun-13 21:30:00,19.00,386.98
1568,29-Jun-13 21:45:00,18.94,387.12
1569,29-Jun-13 22:00:00,18.88,387.29
1570,29-Jun-13 22:15:00,18.75,387.74
1571,29-Jun-13 22:30:00,18.69,388.04
1572,29-Jun-13 22:45:00,18.63,387.85
1573,29-Jun-13 23:00:00,18.56,387.68
1574,29-Jun-13 23:15:00,18.56,387.54
1575,29-Jun-13 23:30:00,18.50,387.51
1576,29-Jun-13 23:45:00,18.50,387.54
1577,30-Jun-13 00:00:00,18.50,387.51
1578,30-Jun-13 00:15:00,18.44,387.43
1579,30-Jun-13 00:30:00,18.44,387.49
1580,30-Jun-13 00:45:00,18.44,387.32
1581,30-Jun-13 01:00:00,18.44,387.54
1582,30-Jun-13 01:15:00,18.44,387.35
1583,30-Jun-13 01:30:00,18.44,387.46
1584,30-Jun-13 01:45:00,18.38,387.49
1585,30-Jun-13 02:00:00,18.38,387.40
1586,30-Jun-13 02:15:00,18.38,387.29
1587,30-Jun-13 02:30:00,18.31,387.26
1588,30-Jun-13 02:45:00,18.31,387.18
1589,30-Jun-13 03:00:00,18.31,387.26
1590,30-Jun-13 03:15:00,18.25,387.26
1591,30-Jun-13 03:30:00,18.25,387.24
1592,30-Jun-13 03:45:00,18.25,387.26
1593,30-Jun-13 04:00:00,18.25,387.18
1594,30-Jun-13 04:15:00,18.19,387.15
1595,30-Jun-13 04:30:00,18.19,387.15
1596,30-Jun-13 04:45:00,18.19,387.24
1597,30-Jun-13 05:00:00,18.13,387.26
1598,30-Jun-13 05:15:00,18.06,387.35
1599,30-Jun-13 05:30:00,18.00,387.52
1600,30-Jun-13 05:45:00,18.00,387.52
1601,30-Jun-13 06:00:00,17.94,387.57
1602,30-Jun-13 06:15:00,17.94,387.63
1603,30-Jun-13 06:30:00,17.94,387.68
1604,30-Jun-13 06:45:00,17.94,387.77
1605,30-Jun-13 07:00:00,17.88,387.82
1606,30-Jun-13 07:15:00,17.88,387.88
1607,30-Jun-13 07:30:00,17.88,387.93
1608,30-Jun-13 07:45:00,17.88,387.93
1609,30-Jun-13 08:00:00,17.88,388.02
1610,30-Jun-13 08:15:00,17.88,387.99
1611,30-Jun-13 08:30:00,17.88,388.05
1612,30-Jun-13 08:45:00,17.94,388.05
1613,30-Jun-13 09:00:00,18.00,388.07
1614,30-Jun-13 09:15:00,18.00,388.16
1615,30-Jun-13 09:30:00,18.00,388.13
1616,30-Jun-13 09:45:00,18.06,388.10
1617,30-Jun-13 10:00:00,18.06,388.16
1618,30-Jun-13 10:15:00,18.06,388.13
1619,30-Jun-13 10:30:00,18.06,388.19
1620,30-Jun-13 10:45:00,18.06,388.21
1621,30-Jun-13 11:00:00,18.13,388.27
1622,30-Jun-13 11:15:00,18.06,388.27
1623,30-Jun-13 11:30:00,18.13,388.30
1624,30-Jun-13 11:45:00,18.13,388.30
1625,30-Jun-13 12:00:00,18.19,388.32
1626,30-Jun-13 12:15:00,18.19,388.27
1627,30-Jun-13 12:30:00,18.31,388.21
1628,30-Jun-13 12:45:00,18.38,388.21
1629,30-Jun-13 13:00:00,18.44,388.24
1630,30-Jun-13 13:15:00,18.50,388.16
1631,30-Jun-13 13:30:00,18.69,388.10
1632,30-Jun-13 13:45:00,18.81,388.04
1633,30-Jun-13 14:00:00,18.94,388.02
1634,30-Jun-13 14:15:00,19.13,387.96
1635,30-Jun-13 14:30:00,19.25,387.93
1636,30-Jun-13 14:45:00,19.38,387.85
1637,30-Jun-13 15:00:00,19.38,387.82
1638,30-Jun-13 15:15:00,19.38,387.82
1639,30-Jun-13 15:30:00,19.31,387.82
1640,30-Jun-13 15:45:00,19.38,387.85
1641,30-Jun-13 16:00:00,19.38,387.82
1642,30-Jun-13 16:15:00,19.44,387.76
1643,30-Jun-13 16:30:00,19.44,387.79
1644,30-Jun-13 16:45:00,19.50,387.79
1645,30-Jun-13 17:00:00,19.50,387.76
1646,30-Jun-13 17:15:00,19.44,387.76
1647,30-Jun-13 17:30:00,19.44,387.76
1648,30-Jun-13 17:45:00,19.38,387.76
1649,30-Jun-13 18:00:00,19.38,387.74
1650,30-Jun-13 18:15:00,19.31,387.85
1651,30-Jun-13 18:30:00,19.31,387.99
1652,30-Jun-13 18:45:00,19.25,388.15
1653,30-Jun-13 19:00:00,19.25,388.10
1654,30-Jun-13 19:15:00,19.19,388.24
1655,30-Jun-13 19:30:00,19.13,388.35
1656,30-Jun-13 19:45:00,19.13,388.49
1657,30-Jun-13 20:00:00,19.00,388.52
1658,30-Jun-13 20:15:00,19.00,388.66
1659,30-Jun-13 20:30:00,18.94,388.80
1660,30-Jun-13 20:45:00,18.94,388.85
1661,30-Jun-13 21:00:00,18.88,388.88
1662,30-Jun-13 21:15:00,18.88,388.91
1663,30-Jun-13 21:30:00,18.81,388.94
1664,30-Jun-13 21:45:00,18.81,388.94
1665,30-Jun-13 22:00:00,18.75,389.02
1666,30-Jun-13 22:15:00,18.75,388.99
1667,30-Jun-13 22:30:00,18.69,389.08
1668,30-Jun-13 22:45:00,18.69,389.05
1669,30-Jun-13 23:00:00,18.69,389.08
1670,30-Jun-13 23:15:00,18.63,388.99
1671,30-Jun-13 23:30:00,18.63,388.94
1672,30-Jun-13 23:45:00,18.56,388.97
1673,1-Jul-13 00:00:00,18.56,388.99
1674,1-Jul-13 00:15:00,18.56,389.02
1675,1-Jul-13 00:30:00,18.50,389.02
1676,1-Jul-13 00:45:00,18.50,389.02
1677,1-Jul-13 01:00:00,18.50,389.02
1678,1-Jul-13 01:15:00,18.44,388.99
1679,1-Jul-13 01:30:00,18.44,388.97
1680,1-Jul-13 01:45:00,18.44,388.94
1681,1-Jul-13 02:00:00,18.38,389.02
1682,1-Jul-13 02:15:00,18.38,388.97
1683,1-Jul-13 02:30:00,18.31,388.85
1684,1-Jul-13 02:45:00,18.31,388.85
1685,1-Jul-13 03:00:00,18.31,388.72
1686,1-Jul-13 03:15:00,18.31,388.77
1687,1-Jul-13 03:30:00,18.31,388.80
1688,1-Jul-13 03:45:00,18.25,388.69
1689,1-Jul-13 04:00:00,18.25,388.66
1690,1-Jul-13 04:15:00,18.25,388.83
1691,1-Jul-13 04:30:00,18.25,388.83
1692,1-Jul-13 04:45:00,18.19,388.86
1693,1-Jul-13 05:00:00,18.19,388.97
1694,1-Jul-13 05:15:00,18.19,389.05
1695,1-Jul-13 05:30:00,18.13,389.13
1696,1-Jul-13 05:45:00,18.13,389.16
1697,1-Jul-13 06:00:00,18.13,389.27
1698,1-Jul-13 06:15:00,18.13,389.33
1699,1-Jul-13 06:30:00,18.06,389.39
1700,1-Jul-13 06:45:00,18.06,389.39
1701,1-Jul-13 07:00:00,18.06,389.41
1702,1-Jul-13 07:15:00,18.06,389.44
1703,1-Jul-13 07:30:00,18.06,389.36
1704,1-Jul-13 07:45:00,18.06,389.33
1705,1-Jul-13 08:00:00,18.06,389.39
1706,1-Jul-13 08:15:00,18.00,389.30
1707,1-Jul-13 08:30:00,18.00,389.39
1708,1-Jul-13 08:45:00,18.00,389.58
1709,1-Jul-13 09:00:00,18.00,389.72
1710,1-Jul-13 09:15:00,18.00,389.75
1711,1-Jul-13 09:30:00,18.06,389.69
1712,1-Jul-13 09:45:00,18.00,389.80
1713,1-Jul-13 10:00:00,18.06,389.83
1714,1-Jul-13 10:15:00,18.06,389.80
1715,1-Jul-13 10:30:00,18.06,389.78
1716,1-Jul-13 10:45:00,18.13,389.86
1717,1-Jul-13 11:00:00,18.19,389.83
1718,1-Jul-13 11:15:00,18.19,389.83
1719,1-Jul-13 11:30:00,18.25,389.89
1720,1-Jul-13 11:45:00,18.31,389.86
1721,1-Jul-13 12:00:00,18.31,389.83
1722,1-Jul-13 12:15:00,18.38,389.78
1723,1-Jul-13 12:30:00,18.38,389.69
1724,1-Jul-13 12:45:00,18.56,389.66
1725,1-Jul-13 13:00:00,18.63,389.64
1726,1-Jul-13 13:15:00,18.81,389.66
1727,1-Jul-13 13:30:00,18.94,389.75
1728,1-Jul-13 13:45:00,19.06,389.66
1729,1-Jul-13 14:00:00,19.13,389.69
1730,1-Jul-13 14:15:00,19.19,389.72
1731,1-Jul-13 14:30:00,19.31,389.69
1732,1-Jul-13 14:45:00,19.25,389.63
1733,1-Jul-13 15:00:00,19.25,389.66
1734,1-Jul-13 15:15:00,19.38,389.61
1735,1-Jul-13 15:30:00,19.44,389.55
1736,1-Jul-13 15:45:00,19.44,389.55
1737,1-Jul-13 16:00:00,19.38,389.55
1738,1-Jul-13 16:15:00,19.44,389.58
1739,1-Jul-13 16:30:00,19.44,389.61
1740,1-Jul-13 16:45:00,19.50,389.58
1741,1-Jul-13 17:00:00,19.44,389.63
1742,1-Jul-13 17:15:00,19.44,389.61
1743,1-Jul-13 17:30:00,19.44,389.55
1744,1-Jul-13 17:45:00,19.38,389.61
1745,1-Jul-13 18:00:00,19.31,389.63
1746,1-Jul-13 18:15:00,19.31,389.58
1747,1-Jul-13 18:30:00,19.25,389.58
1748,1-Jul-13 18:45:00,19.25,389.58
1749,1-Jul-13 19:00:00,19.19,389.63
1750,1-Jul-13 19:15:00,19.25,389.72
1751,1-Jul-13 19:30:00,19.19,389.77
1752,1-Jul-13 19:45:00,19.19,389.86
1753,1-Jul-13 20:00:00,19.13,390.00
1754,1-Jul-13 20:15:00,19.13,390.00
1755,1-Jul-13 20:30:00,19.06,390.00
1756,1-Jul-13 20:45:00,19.06,390.03
1757,1-Jul-13 21:00:00,19.06,390.03
1758,1-Jul-13 21:15:00,19.00,390.03
1759,1-Jul-13 21:30:00,19.00,390.05
1760,1-Jul-13 21:45:00,19.00,390.17
1761,1-Jul-13 22:00:00,18.94,390.33
1762,1-Jul-13 22:15:00,19.00,390.44
1763,1-Jul-13 22:30:00,18.94,390.42
1764,1-Jul-13 22:45:00,18.94,390.42
1765,1-Jul-13 23:00:00,18.94,390.44
1766,1-Jul-13 23:15:00,18.88,390.50
1767,1-Jul-13 23:30:00,18.88,390.53
1768,1-Jul-13 23:45:00,18.81,390.53
1769,2-Jul-13 00:00:00,18.81,390.58
1770,2-Jul-13 00:15:00,18.81,390.56
1771,2-Jul-13 00:30:00,18.81,390.61
1772,2-Jul-13 00:45:00,18.81,390.56
1773,2-Jul-13 01:00:00,18.81,390.53
1774,2-Jul-13 01:15:00,18.75,390.58
1775,2-Jul-13 01:30:00,18.75,390.58
1776,2-Jul-13 01:45:00,18.75,390.58
1777,2-Jul-13 02:00:00,18.75,390.53
1778,2-Jul-13 02:15:00,18.69,390.58
1779,2-Jul-13 02:30:00,18.69,390.47
1780,2-Jul-13 02:45:00,18.69,390.47
1781,2-Jul-13 03:00:00,18.69,390.50
1782,2-Jul-13 03:15:00,18.63,390.47
1783,2-Jul-13 03:30:00,18.63,390.53
1784,2-Jul-13 03:45:00,18.63,390.56
1785,2-Jul-13 04:00:00,18.63,390.61
1786,2-Jul-13 04:15:00,18.56,390.64
1787,2-Jul-13 04:30:00,18.56,390.67
1788,2-Jul-13 04:45:00,18.56,390.81
1789,2-Jul-13 05:00:00,18.56,390.86
1790,2-Jul-13 05:15:00,18.56,390.92
1791,2-Jul-13 05:30:00,18.50,390.98
1792,2-Jul-13 05:45:00,18.50,391.03
1793,2-Jul-13 06:00:00,18.50,391.06
1794,2-Jul-13 06:15:00,18.50,391.14
1795,2-Jul-13 06:30:00,18.50,391.14
1796,2-Jul-13 06:45:00,18.50,391.23
1797,2-Jul-13 07:00:00,18.50,391.34
1798,2-Jul-13 07:15:00,18.50,391.34
1799,2-Jul-13 07:30:00,18.50,391.42
1800,2-Jul-13 07:45:00,18.44,391.56
1801,2-Jul-13 08:00:00,18.44,391.62
1802,2-Jul-13 08:15:00,18.50,391.70
1803,2-Jul-13 08:30:00,18.44,391.67
1804,2-Jul-13 08:45:00,18.50,391.76
1805,2-Jul-13 09:00:00,18.50,391.76
1806,2-Jul-13 09:15:00,18.50,391.84
1807,2-Jul-13 09:30:00,18.50,391.87
1808,2-Jul-13 09:45:00,18.50,391.87
1809,2-Jul-13 10:00:00,18.50,391.93
1810,2-Jul-13 10:15:00,18.50,391.90
1811,2-Jul-13 10:30:00,18.50,391.95
1812,2-Jul-13 10:45:00,18.56,392.18
1813,2-Jul-13 11:00:00,18.56,392.23
1814,2-Jul-13 11:15:00,18.56,392.32
1815,2-Jul-13 11:30:00,18.56,392.43
1816,2-Jul-13 11:45:00,18.56,392.68
1817,2-Jul-13 12:00:00,18.50,392.62
1818,2-Jul-13 12:15:00,18.56,392.43
1819,2-Jul-13 12:30:00,18.56,392.29
1820,2-Jul-13 12:45:00,18.56,392.32
1821,2-Jul-13 13:00:00,18.56,392.57
1822,2-Jul-13 13:15:00,18.69,392.96
1823,2-Jul-13 13:30:00,18.88,394.38
1824,2-Jul-13 13:45:00,18.75,398.32
1825,2-Jul-13 14:00:00,18.63,399.27
1826,2-Jul-13 14:15:00,18.44,398.68
1827,2-Jul-13 14:30:00,18.31,397.23
1828,2-Jul-13 14:45:00,18.25,396.28
1829,2-Jul-13 15:00:00,18.19,395.72
1830,2-Jul-13 15:15:00,18.19,395.25
1831,2-Jul-13 15:30:00,18.19,394.86
1832,2-Jul-13 15:45:00,18.13,394.58
1833,2-Jul-13 16:00:00,18.13,394.50
1834,2-Jul-13 16:15:00,18.19,394.41
1835,2-Jul-13 16:30:00,18.13,394.36
1836,2-Jul-13 16:45:00,18.13,394.27
1837,2-Jul-13 17:00:00,18.13,394.13
1838,2-Jul-13 17:15:00,18.13,394.08
1839,2-Jul-13 17:30:00,18.13,394.02
1840,2-Jul-13 17:45:00,18.06,393.94
1841,2-Jul-13 18:00:00,18.06,393.94
1842,2-Jul-13 18:15:00,18.06,394.02
1843,2-Jul-13 18:30:00,18.19,394.61
1844,2-Jul-13 18:45:00,18.19,395.33
1845,2-Jul-13 19:00:00,18.13,396.65
1846,2-Jul-13 19:15:00,18.06,397.12
1847,2-Jul-13 19:30:00,18.06,397.09
1848,2-Jul-13 19:45:00,17.94,396.84
1849,2-Jul-13 20:00:00,17.94,396.59
1850,2-Jul-13 20:15:00,17.88,396.45
1851,2-Jul-13 20:30:00,17.81,396.31
1852,2-Jul-13 20:45:00,17.81,396.14
1853,2-Jul-13 21:00:00,17.75,396.00
1854,2-Jul-13 21:15:00,17.75,395.95
1855,2-Jul-13 21:30:00,17.75,395.89
1856,2-Jul-13 21:45:00,17.75,395.84
1857,2-Jul-13 22:00:00,17.69,395.87
1858,2-Jul-13 22:15:00,17.69,395.95
1859,2-Jul-13 22:30:00,17.69,395.98
1860,2-Jul-13 22:45:00,17.75,396.03
1861,2-Jul-13 23:00:00,17.69,396.06
1862,2-Jul-13 23:15:00,17.69,396.06
1863,2-Jul-13 23:30:00,17.63,396.06
1864,2-Jul-13 23:45:00,17.63,395.87
1865,3-Jul-13 00:00:00,17.63,395.78
1866,3-Jul-13 00:15:00,17.56,395.75
1867,3-Jul-13 00:30:00,17.56,395.73
1868,3-Jul-13 00:45:00,17.56,395.75
1869,3-Jul-13 01:00:00,17.50,395.73
1870,3-Jul-13 01:15:00,17.50,395.61
1871,3-Jul-13 01:30:00,17.50,395.53
1872,3-Jul-13 01:45:00,17.44,395.42
1873,3-Jul-13 02:00:00,17.44,395.39
1874,3-Jul-13 02:15:00,17.44,395.28
1875,3-Jul-13 02:30:00,17.44,395.20
1876,3-Jul-13 02:45:00,17.44,395.14
1877,3-Jul-13 03:00:00,17.44,395.11
1878,3-Jul-13 03:15:00,17.38,395.06
1879,3-Jul-13 03:30:00,17.38,395.06
1880,3-Jul-13 03:45:00,17.38,395.03
1881,3-Jul-13 04:00:00,17.38,395.06
1882,3-Jul-13 04:15:00,17.38,395.28
1883,3-Jul-13 04:30:00,17.63,396.17
1884,3-Jul-13 04:45:00,17.63,399.36
1885,3-Jul-13 05:00:00,17.56,399.66
1886,3-Jul-13 05:15:00,17.50,398.83
1887,3-Jul-13 05:30:00,17.44,398.41
1888,3-Jul-13 05:45:00,17.38,398.27
1889,3-Jul-13 06:00:00,17.31,398.07
1890,3-Jul-13 06:15:00,17.25,397.88
1891,3-Jul-13 06:30:00,17.19,397.96
1892,3-Jul-13 06:45:00,17.13,397.85
1893,3-Jul-13 07:00:00,17.06,397.79
1894,3-Jul-13 07:15:00,17.06,397.79
1895,3-Jul-13 07:30:00,17.00,397.77
1896,3-Jul-13 07:45:00,17.00,397.71
1897,3-Jul-13 08:00:00,17.00,397.74
1898,3-Jul-13 08:15:00,16.94,397.74
1899,3-Jul-13 08:30:00,16.94,397.71
1900,3-Jul-13 08:45:00,16.94,397.74
1901,3-Jul-13 09:00:00,16.94,397.68
1902,3-Jul-13 09:15:00,16.94,397.68
1903,3-Jul-13 09:30:00,16.94,397.63
1904,3-Jul-13 09:45:00,16.94,397.52
1905,3-Jul-13 10:00:00,16.94,397.49
1906,3-Jul-13 10:15:00,16.94,397.43
1907,3-Jul-13 10:30:00,16.88,397.38
1908,3-Jul-13 10:45:00,16.88,397.32
1909,3-Jul-13 11:00:00,16.88,397.26
1910,3-Jul-13 11:15:00,16.88,397.24
1911,3-Jul-13 11:30:00,16.94,397.24
1912,3-Jul-13 11:45:00,16.94,397.26
1913,3-Jul-13 12:00:00,16.94,397.26
1914,3-Jul-13 12:15:00,16.94,397.21
1915,3-Jul-13 12:30:00,17.00,397.15
1916,3-Jul-13 12:45:00,17.00,397.04
1917,3-Jul-13 13:00:00,17.00,396.98
1918,3-Jul-13 13:15:00,17.00,396.90
1919,3-Jul-13 13:30:00,17.00,396.73
1920,3-Jul-13 13:45:00,17.06,396.68
1921,3-Jul-13 14:00:00,17.00,396.65
1922,3-Jul-13 14:15:00,17.06,396.59
1923,3-Jul-13 14:30:00,17.06,396.54
1924,3-Jul-13 14:45:00,17.06,396.48
1925,3-Jul-13 15:00:00,17.06,396.40
1926,3-Jul-13 15:15:00,17.06,396.37
1927,3-Jul-13 15:30:00,17.13,396.29
1928,3-Jul-13 15:45:00,17.06,396.34
1929,3-Jul-13 16:00:00,17.06,396.37
1930,3-Jul-13 16:15:00,17.06,396.23
1931,3-Jul-13 16:30:00,17.06,396.17
1932,3-Jul-13 16:45:00,17.06,396.12
1933,3-Jul-13 17:00:00,17.06,396.03
1934,3-Jul-13 17:15:00,17.13,396.01
1935,3-Jul-13 17:30:00,17.13,395.98
1936,3-Jul-13 17:45:00,17.13,395.98
1937,3-Jul-13 18:00:00,17.13,395.87
1938,3-Jul-13 18:15:00,17.13,395.95
1939,3-Jul-13 18:30:00,17.13,395.92
1940,3-Jul-13 18:45:00,17.13,395.81
1941,3-Jul-13 19:00:00,17.06,395.87
1942,3-Jul-13 19:15:00,17.06,395.92
1943,3-Jul-13 19:30:00,17.06,395.92
1944,3-Jul-13 19:45:00,17.06,395.92
1945,3-Jul-13 20:00:00,17.06,395.87
1946,3-Jul-13 20:15:00,17.06,395.78
1947,3-Jul-13 20:30:00,17.00,395.78
1948,3-Jul-13 20:45:00,17.06,395.73
