FlowmeterSensorID,Date,Site,WidthInterval_m,Depth_cm,Velocity,Velocity_unit,Depth_m,Velocity_m/s,Discharge,Notes
Model FP III,2019-04-29,F01 Section 3,1.75,10,0.2,ft_s,,,,"See picture on data sheet with bridge and ""sections"". This section has sediment and plants building up and little to no flow."
Model FP III,2019-04-29,F01 Section 3,2,10.5,0.5,ft_s,,,,"See picture on data sheet with bridge and ""sections"". This section has sediment and plants building up and little to no flow."
Model FP III,2019-04-29,F01 Section 3,2.25,10.5,0.2,ft_s,,,,"See picture on data sheet with bridge and ""sections"". This section has sediment and plants building up and little to no flow."
Model FP III,2019-04-29,F01 Section 3,2.5,10,0,ft_s,,,,"See picture on data sheet with bridge and ""sections"". This section has sediment and plants building up and little to no flow."
Model FP III,2019-04-29,F01 Section 3,2.75,10,0,ft_s,,,,"See picture on data sheet with bridge and ""sections"". This section has sediment and plants building up and little to no flow."
Model FP III,2019-04-29,F01 Section 3,3,9.5,0,ft_s,,,,"See picture on data sheet with bridge and ""sections"". This section has sediment and plants building up and little to no flow."
Model FP III,2019-04-29,F01 Section 3,3.25,9.5,0,ft_s,,,,"See picture on data sheet with bridge and ""sections"". This section has sediment and plants building up and little to no flow."
MMB_2000656,2019-04-29,B100,0.1,3,0,m_s,,,,
MMB_2000656,2019-04-29,B100,0.2,10,0.3,m_s,,,,
MMB_2000656,2019-04-29,B100,0.3,10,0.24,m_s,,,,
MMB_2000656,2019-04-29,B100,0.4,12,0.36,m_s,,,,
MMB_2000656,2019-04-29,B100,0.5,12,0.3,m_s,,,,
MMB_2000656,2019-04-29,B100,0.6,10.5,0.3,m_s,,,,
MMB_2000656,2019-04-29,B100,0.7,9.5,0.12,m_s,,,,
MMB_2000656,2019-04-29,B200,0.1,0,0,m_s,,,,
MMB_2000656,2019-04-29,B200,0.2,9,0.12,m_s,,,,
MMB_2000656,2019-04-29,B200,0.3,19,0.25,m_s,,,,
MMB_2000656,2019-04-29,B200,0.4,20.5,0.2,m_s,,,,
MMB_2000656,2019-04-29,B200,0.5,9,-0.04,m_s,,,,
Model FP III,2019-05-06,F200,0,0,0.15,ft_s,,,,Edge water 0.15
Model FP III,2019-05-06,F200,0.1,1,0,ft_s,,,,
Model FP III,2019-05-06,F200,0.2,2,0,ft_s,,,,
Model FP III,2019-05-06,F200,0.3,3,0,ft_s,,,,
Model FP III,2019-05-06,F200,0.4,5,0,ft_s,,,,
Model FP III,2019-05-06,F200,0.5,9,0,ft_s,,,,
Model FP III,2019-05-06,F200,0.6,10,0,ft_s,,,,
Model FP III,2019-05-06,F200,0.7,8,0.2,ft_s,,,,
Model FP III,2019-05-06,F200,0.8,9,0.2,ft_s,,,,
Model FP III,2019-05-06,F200,0.9,10,0.4,ft_s,,,,
Model FP III,2019-05-06,F200,1,11,0.5,ft_s,,,,
Model FP III,2019-05-06,F200,1.1,14,0.6,ft_s,,,,
Model FP III,2019-05-06,F200,1.2,15,0.8,ft_s,,,,
Model FP III,2019-05-06,F200,1.3,11,0.7,ft_s,,,,
Model FP III,2019-05-06,F200,1.4,12,0.8,ft_s,,,,
Model FP III,2019-05-06,F200,1.5,17,0.8,ft_s,,,,
Model FP III,2019-05-06,F200,1.6,22,0.9,ft_s,,,,
Model FP III,2019-05-06,F200,1.7,24,0.5,ft_s,,,,Root wad
Model FP III,2019-05-06,F200,1.8,0.2,0,ft_s,,,,
Model FP III,2019-05-06,F200,1.9,0,0,ft_s,,,,
Model FP III,2019-05-13,F100,0,0,0,ft_s,,,,
Model FP III,2019-05-13,F100,0.1,6,0.2,ft_s,,,,Propeller not completely submerged
Model FP III,2019-05-13,F100,0.2,3,0,ft_s,,,,
Model FP III,2019-05-13,F100,0.3,0,0,ft_s,,,,
Model FP III,2019-05-13,F100,0.4,7,0.6,ft_s,,,,
Model FP III,2019-05-13,F100,0.5,6,1.1,ft_s,,,,
Model FP III,2019-05-13,F100,0.6,7,1.1,ft_s,,,,
Model FP III,2019-05-13,F100,0.7,6,0,ft_s,,,,
Model FP III,2019-05-13,F100,0.8,8,0.8,ft_s,,,,
Model FP III,2019-05-13,F100,0.9,10,0.9,ft_s,,,,
Model FP III,2019-05-13,F100,1,12,1.1,ft_s,,,,
Model FP III,2019-05-13,F100,1.1,12,1.7,ft_s,,,,
Model FP III,2019-05-13,F100,1.2,12,1.7,ft_s,,,,
Model FP III,2019-05-13,F100,1.3,9,1.3,ft_s,,,,
Model FP III,2019-05-13,F100,1.4,9,0.9,ft_s,,,,
Model FP III,2019-05-13,F100,1.5,7,0.4,ft_s,,,,
Model FP III,2019-05-13,F100,1.6,0,0,ft_s,,,,
Model FP III,2019-05-13,F100,1.7,9,1.7,ft_s,,,,Propeller not completely submerged
Model FP III,2019-05-13,F100,1.8,5,0,ft_s,,,,
Model FP III,2019-05-13,F100,1.9,14,1.7,ft_s,,,,
Model FP III,2019-05-13,F100,2,11,1.3,ft_s,,,,
Model FP III,2019-05-13,F100,2.1,0,0,ft_s,,,,
Model FP III,2019-05-13,F100,2.2,0,0,ft_s,,,,
Model FP III,2019-05-13,F100,2.3,13,1.1,ft_s,,,,
Model FP III,2019-05-13,F100,2.4,9,0.8,ft_s,,,,
Model FP III,2019-05-13,F100,2.5,0,0,ft_s,,,,
Model FP III,2019-05-13,F100,2.6,5,0.9,ft_s,,,,Propeller not completely submerged
Model FP III,2019-05-13,F100,2.7,14,1.5,ft_s,,,,
Model FP III,2019-05-13,F100,2.8,16,1.1,ft_s,,,,
Model FP III,2019-05-13,F100,2.9,14,1.3,ft_s,,,,
Model FP III,2019-05-13,F100,3,9,1.3,ft_s,,,,Propeller not completely submerged
Model FP III,2019-05-13,F100,3.1,11,1.1,ft_s,,,,
Model FP III,2019-05-13,F100,3.2,12,0.9,ft_s,,,,
Model FP III,2019-05-13,F100,3.3,9,0.8,ft_s,,,,
Model FP III,2019-05-13,F100,3.4,10,0.8,ft_s,,,,
Model FP III,2019-05-13,F100,3.5,10,0.4,ft_s,,,,
Model FP III,2019-05-13,F100,3.6,0,0,ft_s,,,,
Model FP III,2019-05-13,F200,0,0,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,0.1,7,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,0.2,7,0.2,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,0.3,10,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,0.4,7,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,0.5,9,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,0.6,9,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,0.7,9,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,0.8,10,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,0.9,10,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,1,10,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,1.1,12,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,1.2,13,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,1.3,12,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,1.4,12,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,1.5,13,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,1.6,14,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,1.7,16,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,1.8,17,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,1.9,18,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,2,10,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
Model FP III,2019-05-13,F200,2.1,0,0,ft_s,,,,Flow probe would not read above 0.0 velocity in any flowing water
MMB_2000656,2019-05-20,F200,0,0,0,m_s,,,,
MMB_2000656,2019-05-20,F200,0.1,11,-0.05,m_s,,,,
MMB_2000656,2019-05-20,F200,0.2,11,-0.07,m_s,,,,
MMB_2000656,2019-05-20,F200,0.3,16,0.04,m_s,,,,
MMB_2000656,2019-05-20,F200,0.4,19,0.02,m_s,,,,
MMB_2000656,2019-05-20,F200,0.5,18.5,0.06,m_s,,,,
MMB_2000656,2019-05-20,F200,0.6,19,0.07,m_s,,,,
MMB_2000656,2019-05-20,F200,0.7,23,0.07,m_s,,,,
MMB_2000656,2019-05-20,F200,0.8,27.5,0.07,m_s,,,,
MMB_2000656,2019-05-20,F200,0.9,29,0.03,m_s,,,,
MMB_2000656,2019-05-27,F200,1,0,0,m_s,,,,
MMB_2000656,2019-05-27,F200,0,0,0,m_s,,,,
MMB_2000656,2019-05-27,F200,0.1,0,0,m_s,,,,
MMB_2000656,2019-05-27,F200,0.2,16,-0.01,m_s,,,,
MMB_2000656,2019-05-27,F200,0.3,17,0.02,m_s,,,,
MMB_2000656,2019-05-27,F200,0.4,20,0.03,m_s,,,,
MMB_2000656,2019-05-27,F200,0.5,20,0.03,m_s,,,,
MMB_2000656,2019-05-27,F200,0.6,16,0.03,m_s,,,,
MMB_2000656,2019-05-27,F200,0.7,17,0.07,m_s,,,,
MMB_2000656,2019-05-27,F200,0.8,20,0.07,m_s,,,,
MMB_2000656,2019-05-27,F200,0.9,22,0.06,m_s,,,,
MMB_2000656,2019-05-27,F200,1,0,0,m_s,,,,
MMB_2000656,2019-06-03,F200,0,0,0,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,0.1,1,0,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,0.2,2,0,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,0.3,7,-0.04,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,0.4,12,0,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,0.5,15.5,-0.04,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,0.6,17,-0.05,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,0.7,16.5,-0.05,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,0.8,15.5,-0.02,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,0.9,18.5,-0.01,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,1,23,-0.03,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,1.1,27,-0.06,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,1.2,0,0,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
MMB_2000656,2019-06-03,F200,1.3,0,0,m_s,,,,Doesn't make sense. Water is clearly flowing toward FCR
Maddy's flowmeter,2019-06-17,F200,0,0,0,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,0.1,2,0,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,0.2,6,0,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,0.3,6,0,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,0.4,8,0.1,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,0.5,11,0.1,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,0.6,14,0.1,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,0.7,14,0.1,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,0.8,12,0.2,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,0.9,13,0.1,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,1,13,0.2,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,1.1,16,0.2,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,1.2,18.5,0.1,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,1.3,20,0.1,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,1.4,14,0,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,1.5,14,0,m_s,,,,
Maddy's flowmeter,2019-06-17,F200,1.6,0,0,m_s,,,,
